COMMODITY,COUNTRY,UNIT,QUANTITY,VALUE (US$ million)
TEA,AFGHANISTAN,KGS,2158857,4.03
TEA,ALBANIA,KGS,81420,0.27
TEA,ALGERIA,KGS,108036,0.19
TEA,ANGOLA,KGS,182855,0.82
TEA,ARGENTINA,KGS,120,0.00
TEA,ARMENIA,KGS,6833,0.03
TEA,ARUBA,KGS,19,0.00
TEA,AUSTRALIA,KGS,3161548,15.05
TEA,AUSTRIA,KGS,3353,0.06
TEA,AZERBAIJAN,KGS,360446,0.94
TEA,BAHARAIN IS,KGS,482184,2.01
TEA,BANGLADESH PR,KGS,2056435,4.06
TEA,BARBADOS,KGS,70,0.00
TEA,BELARUS,KGS,8232,0.02
TEA,BELGIUM,KGS,1563722,4.33
TEA,BELIZE,KGS,1990,0.01
TEA,BENIN,KGS,44728,0.29
TEA,BHUTAN,KGS,391769,1.19
TEA,BOTSWANA,KGS,1249,0.01
TEA,BRAZIL,KGS,13201,0.11
TEA,BRUNEI,KGS,9330,0.03
TEA,BULGARIA,KGS,11821,0.04
TEA,BURKINA FASO,KGS,627205,2.82
TEA,CAMBODIA,KGS,6182,0.02
TEA,CAMEROON,KGS,9971,0.13
TEA,CANADA,KGS,2645289,13.10
TEA,CAYMAN IS,KGS,140,0.00
TEA,CHILE,KGS,62733,0.14
TEA,CHINA P RP,KGS,12270705,27.43
TEA,COLOMBIA,KGS,127000,0.20
TEA,CONGO D. REP.,KGS,18492,0.09
TEA,CONGO P REP,KGS,34614,0.16
TEA,COTE D' IVOIRE,KGS,347290,1.93
TEA,CROATIA,KGS,27679,0.07
TEA,CUBA,KGS,8000,0.03
TEA,CYPRUS,KGS,3925,0.02
TEA,CZECH REPUBLIC,KGS,31465,0.34
TEA,DENMARK,KGS,107714,0.88
TEA,DJIBOUTI,KGS,10,0.00
TEA,DOMINIC REP,KGS,16,0.00
TEA,EGYPT A RP,KGS,3517084,6.66
TEA,EL SALVADOR,KGS,14,0.00
TEA,ESTONIA,KGS,1339,0.03
TEA,FIJI IS,KGS,6129,0.05
TEA,FINLAND,KGS,1101510,3.15
TEA,FRANCE,KGS,336729,2.87
TEA,GABON,KGS,200,0.00
TEA,GAMBIA,KGS,175696,0.48
TEA,GEORGIA,KGS,351520,0.93
TEA,GERMANY,KGS,10149069,37.63
TEA,GHANA,KGS,699585,3.91
TEA,GREECE,KGS,35553,0.15
TEA,GRENADA,KGS,15,0.00
TEA,GUATEMALA,KGS,27,0.00
TEA,GUINEA,KGS,293168,0.98
TEA,GUYANA,KGS,62,0.00
TEA,HONG KONG,KGS,242825,0.98
TEA,HUNGARY,KGS,1604,0.01
TEA,INDONESIA,KGS,1013536,1.73
TEA,IRAN,KGS,49472865,198.13
TEA,IRAQ,KGS,5342772,9.92
TEA,IRELAND,KGS,1619899,12.72
TEA,ISRAEL,KGS,101669,0.34
TEA,ITALY,KGS,1397647,10.73
TEA,JAMAICA,KGS,1092,0.01
TEA,JAPAN,KGS,5349928,27.78
TEA,JORDAN,KGS,76008,0.35
TEA,KAZAKHSTAN,KGS,9350119,23.60
TEA,KENYA,KGS,569827,1.30
TEA,KIRIBATI REP,KGS,2927,0.02
TEA,KOREA RP,KGS,146733,1.77
TEA,KUWAIT,KGS,964086,4.08
TEA,KYRGHYZSTAN,KGS,251090,0.96
TEA,LATVIA,KGS,35039,0.14
TEA,LEBANON,KGS,58066,0.25
TEA,LIBERIA,KGS,8848,0.04
TEA,LIBYA,KGS,39360,0.11
TEA,LITHUANIA,KGS,20314,0.09
TEA,MACEDONIA,KGS,9600,0.03
TEA,MADAGASCAR,KGS,2288,0.02
TEA,MALAWI,KGS,2049,0.01
TEA,MALAYSIA,KGS,3170761,5.09
TEA,MALDIVES,KGS,22830,0.13
TEA,MALI,KGS,65772,0.41
TEA,MALTA,KGS,50,0.00
TEA,MAURITANIA,KGS,690,0.00
TEA,MAURITIUS,KGS,26746,0.15
TEA,MEXICO,KGS,63852,0.83
TEA,MOLDOVA,KGS,1926,0.01
TEA,MONGOLIA,KGS,7675,0.05
TEA,MONTSERRAT,KGS,9,0.00
TEA,MOROCCO,KGS,89086,0.25
TEA,MOZAMBIQUE,KGS,3034,0.02
TEA,MYANMAR,KGS,391849,3.20
TEA,NAMIBIA,KGS,58,0.00
TEA,NEPAL,KGS,304373,0.89
TEA,NETHERLAND,KGS,3150882,19.91
TEA,NETHERLANDANTIL,KGS,3261,0.02
TEA,NEW CALEDONIA,KGS,29,0.00
TEA,NEW ZEALAND,KGS,349552,1.76
TEA,NIGER,KGS,534187,2.46
TEA,NIGERIA,KGS,457437,1.67
TEA,NORWAY,KGS,36230,0.29
TEA,OMAN,KGS,523678,2.10
TEA,PAKISTAN IR,KGS,3572905,5.46
TEA,PANAMA REPUBLIC,KGS,3100,0.01
TEA,PAPUA N GNA,KGS,100,0.00
TEA,PHILIPPINES,KGS,272904,2.00
TEA,POLAND,KGS,6212540,16.27
TEA,PORTUGAL,KGS,42613,0.12
TEA,QATAR,KGS,1719937,6.79
TEA,REUNION,KGS,2587,0.02
TEA,ROMANIA,KGS,9136,0.03
TEA,RUSSIA,KGS,45241770,101.96
TEA,RWANDA,KGS,78,0.00
TEA,SAO TOME,KGS,6981,0.02
TEA,SAUDI ARAB,KGS,5713077,22.58
TEA,SENEGAL,KGS,365900,1.70
TEA,SERBIA,KGS,15036,0.12
TEA,SEYCHELLES,KGS,7994,0.05
TEA,SIERRA LEONE,KGS,260773,0.81
TEA,SINGAPORE,KGS,718175,2.67
TEA,SLOVAK REP,KGS,157,0.01
TEA,SLOVENIA,KGS,4723,0.06
TEA,SOMALIA,KGS,12973,0.04
TEA,SOUTH AFRICA,KGS,121272,0.64
TEA,SOUTH SUDAN,KGS,5848,0.02
TEA,SPAIN,KGS,1415049,2.11
TEA,SRI LANKA DSR,KGS,1930233,4.61
TEA,ST LUCIA,KGS,170,0.00
TEA,SUDAN,KGS,41041,0.09
TEA,SURINAME,KGS,37873,0.16
TEA,SWAZILAND,KGS,122,0.01
TEA,SWEDEN,KGS,190094,1.18
TEA,SWITZERLAND,KGS,426473,1.16
TEA,SYRIA,KGS,97920,0.20
TEA,TAIWAN,KGS,4218300,9.60
TEA,TAJIKISTAN,KGS,513637,1.28
TEA,TANZANIA REP,KGS,6324,0.03
TEA,THAILAND,KGS,176245,1.57
TEA,TOGO,KGS,174398,0.96
TEA,TRINIDAD,KGS,8109,0.04
TEA,TUNISIA,KGS,4317888,6.43
TEA,TURKEY,KGS,2463552,5.87
TEA,TURKMENISTAN,KGS,145035,0.29
TEA,U ARAB EMTS,KGS,14101584,43.63
TEA,U K,KGS,12569430,41.89
TEA,U S A,KGS,14503527,62.99
TEA,UGANDA,KGS,5361,0.01
TEA,UKRAINE,KGS,3672352,7.76
TEA,UNSPECIFIED,KGS,835,0.01
TEA,UZBEKISTAN,KGS,363592,0.68
TEA,VENEZUELA,KGS,300,0.00
TEA,VIETNAM SOC REP,KGS,100123,0.36
TEA,YEMEN REPUBLC,KGS,62685,0.14
TEA,ZAMBIA,KGS,19322,0.08
COFFEE,AFGHANISTAN,KGS,7435,0.04
COFFEE,ALBANIA,KGS,1873990,3.79
COFFEE,ALGERIA,KGS,45120,0.13
COFFEE,ANGOLA,KGS,2100,0.03
COFFEE,ARMENIA,KGS,134444,0.59
COFFEE,AUSTRALIA,KGS,5605061,15.33
COFFEE,AUSTRIA,KGS,600,0.00
COFFEE,AZERBAIJAN,KGS,2300,0.02
COFFEE,BAHARAIN IS,KGS,62562,0.20
COFFEE,BANGLADESH PR,KGS,599415,4.63
COFFEE,BELARUS,KGS,179202,0.72
COFFEE,BELGIUM,KGS,19464054,46.92
COFFEE,BENIN,KGS,246869,1.64
COFFEE,BHUTAN,KGS,42015,0.52
COFFEE,BOTSWANA,KGS,10411,0.05
COFFEE,BRUNEI,KGS,3375,0.01
COFFEE,BULGARIA,KGS,315867,1.27
COFFEE,BURKINA FASO,KGS,120366,0.96
COFFEE,C AFRI REP,KGS,9864,0.08
COFFEE,CAMBODIA,KGS,46,0.00
COFFEE,CAMEROON,KGS,203537,1.50
COFFEE,CANADA,KGS,1122870,2.44
COFFEE,CAPE VERDE IS,KGS,19000,0.03
COFFEE,CAYMAN IS,KGS,40,0.00
COFFEE,CHAD,KGS,22697,0.16
COFFEE,CHINA P RP,KGS,404143,1.83
COFFEE,COMOROS,KGS,3106,0.03
COFFEE,CONGO D. REP.,KGS,24053,0.23
COFFEE,CONGO P REP,KGS,209717,1.57
COFFEE,COTE D' IVOIRE,KGS,207560,1.30
COFFEE,CROATIA,KGS,3824592,6.79
COFFEE,CZECH REPUBLIC,KGS,4000,0.02
COFFEE,DENMARK,KGS,714184,1.09
COFFEE,EGYPT A RP,KGS,3518316,7.48
COFFEE,EL SALVADOR,KGS,51884,0.29
COFFEE,ESTONIA,KGS,49526,0.22
COFFEE,ETHIOPIA,KGS,1300,0.01
COFFEE,FIJI IS,KGS,1210,0.01
COFFEE,FINLAND,KGS,839109,3.73
COFFEE,FR POLYNESIA,KGS,12786,0.09
COFFEE,FRANCE,KGS,2271411,6.35
COFFEE,GABON,KGS,71478,0.47
COFFEE,GAMBIA,KGS,179917,1.27
COFFEE,GEORGIA,KGS,266809,1.37
COFFEE,GERMANY,KGS,34214192,78.43
COFFEE,GHANA,KGS,173457,1.26
COFFEE,GREECE,KGS,5544118,11.26
COFFEE,GRENADA,KGS,150,0.00
COFFEE,GUINEA,KGS,119394,1.12
COFFEE,HONG KONG,KGS,497,0.00
COFFEE,HUNGARY,KGS,381,0.01
COFFEE,INDONESIA,KGS,1992687,10.07
COFFEE,IRAN,KGS,3559364,10.18
COFFEE,IRAQ,KGS,346431,2.24
COFFEE,IRELAND,KGS,10076,0.03
COFFEE,ISRAEL,KGS,3463259,8.93
COFFEE,ITALY,KGS,63643457,127.85
COFFEE,JAMAICA,KGS,24,0.00
COFFEE,JAPAN,KGS,494024,2.28
COFFEE,JORDAN,KGS,7468818,21.14
COFFEE,KAZAKHSTAN,KGS,94934,0.61
COFFEE,KENYA,KGS,114981,0.65
COFFEE,KIRIBATI REP,KGS,2417,0.03
COFFEE,KOREA DP RP,KGS,33200,0.11
COFFEE,KOREA RP,KGS,4080114,10.11
COFFEE,KUWAIT,KGS,6567664,20.15
COFFEE,LATVIA,KGS,591666,2.23
COFFEE,LEBANON,KGS,249954,0.55
COFFEE,LIBERIA,KGS,50,0.00
COFFEE,LIBYA,KGS,3702737,7.85
COFFEE,LITHUANIA,KGS,133145,0.58
COFFEE,LUXEMBOURG,KGS,10020,0.04
COFFEE,MACAO,KGS,4000,0.01
COFFEE,MACEDONIA,KGS,2900,0.01
COFFEE,MADAGASCAR,KGS,60,0.00
COFFEE,MALAWI,KGS,74,0.00
COFFEE,MALAYSIA,KGS,2997452,14.90
COFFEE,MALDIVES,KGS,7828,0.06
COFFEE,MALI,KGS,482264,2.90
COFFEE,MAURITANIA,KGS,275183,2.19
COFFEE,MAURITIUS,KGS,403,0.01
COFFEE,MEXICO,KGS,406000,0.65
COFFEE,MICRONESIA,KGS,3240,0.03
COFFEE,MOLDOVA,KGS,9120,0.09
COFFEE,MONTENEGRO,KGS,708400,1.24
COFFEE,MOROCCO,KGS,1802400,3.34
COFFEE,MOZAMBIQUE,KGS,11,0.00
COFFEE,MYANMAR,KGS,227600,1.12
COFFEE,NEPAL,KGS,663076,4.08
COFFEE,NETHERLAND,KGS,2081803,7.77
COFFEE,NEW ZEALAND,KGS,395294,1.15
COFFEE,NIGER,KGS,576036,4.32
COFFEE,NIGERIA,KGS,458463,2.96
COFFEE,NORWAY,KGS,129174,0.49
COFFEE,OMAN,KGS,978762,2.27
COFFEE,PAKISTAN IR,KGS,305,0.00
COFFEE,PAPUA N GNA,KGS,1000,0.01
COFFEE,PERU,KGS,11200,0.03
COFFEE,PHILIPPINES,KGS,200,0.01
COFFEE,POLAND,KGS,6675167,30.42
COFFEE,PORTUGAL,KGS,2974200,5.56
COFFEE,QATAR,KGS,209143,0.68
COFFEE,ROMANIA,KGS,347600,1.36
COFFEE,RUSSIA,KGS,12127226,60.67
COFFEE,RWANDA,KGS,6,0.00
COFFEE,SAMOA,KGS,70,0.00
COFFEE,SAUDI ARAB,KGS,3363926,9.54
COFFEE,SENEGAL,KGS,476340,3.52
COFFEE,SEYCHELLES,KGS,322,0.00
COFFEE,SINGAPORE,KGS,823482,4.19
COFFEE,SLOVAK REP,KGS,30540,0.18
COFFEE,SLOVENIA,KGS,5731440,10.07
COFFEE,SOMALIA,KGS,9956,0.09
COFFEE,SOUTH AFRICA,KGS,157604,0.56
COFFEE,SPAIN,KGS,5965673,13.74
COFFEE,SRI LANKA DSR,KGS,67087,0.34
COFFEE,SUDAN,KGS,12382,0.10
COFFEE,SWEDEN,KGS,155581,0.51
COFFEE,SWITZERLAND,KGS,1438771,5.25
COFFEE,SYRIA,KGS,2589550,6.67
COFFEE,TAIWAN,KGS,1326384,4.99
COFFEE,TANZANIA REP,KGS,20941,0.12
COFFEE,THAILAND,KGS,50,0.00
COFFEE,TOGO,KGS,588800,4.54
COFFEE,TRINIDAD,KGS,383,0.00
COFFEE,TUNISIA,KGS,93635,0.66
COFFEE,TURKEY,KGS,4465818,20.67
COFFEE,TURKMENISTAN,KGS,31737,0.22
COFFEE,U ARAB EMTS,KGS,2599923,9.68
COFFEE,U K,KGS,3213544,11.17
COFFEE,U S A,KGS,4188986,31.58
COFFEE,UGANDA,KGS,4015,0.03
COFFEE,UKRAINE,KGS,4524299,13.71
COFFEE,UZBEKISTAN,KGS,113682,0.51
COFFEE,VIETNAM SOC REP,KGS,1121915,5.01
COFFEE,ZAMBIA,KGS,468,0.00
RICE -BASMOTI,AFGHANISTAN,TON,476,0.46
RICE -BASMOTI,ALGERIA,TON,13118,12.61
RICE -BASMOTI,ANGOLA,TON,1485,1.58
RICE -BASMOTI,ARGENTINA,TON,70,0.09
RICE -BASMOTI,ARMENIA,TON,365,0.34
RICE -BASMOTI,ARUBA,TON,142,0.16
RICE -BASMOTI,AUSTRALIA,TON,42878,51.99
RICE -BASMOTI,AUSTRIA,TON,437,0.67
RICE -BASMOTI,AZERBAIJAN,TON,16614,15.53
RICE -BASMOTI,BAHARAIN IS,TON,32202,32.45
RICE -BASMOTI,BANGLADESH PR,TON,2374,2.80
RICE -BASMOTI,BELARUS,TON,100,0.10
RICE -BASMOTI,BELGIUM,TON,8700,9.60
RICE -BASMOTI,BELIZE,TON,2,0.00
RICE -BASMOTI,BENIN,TON,1217,1.12
RICE -BASMOTI,BHUTAN,TON,780,0.51
RICE -BASMOTI,BOSNIA-HRZGOVIN,TON,23,0.04
RICE -BASMOTI,BOTSWANA,TON,277,0.41
RICE -BASMOTI,BRUNEI,TON,706,0.82
RICE -BASMOTI,BULGARIA,TON,71,0.08
RICE -BASMOTI,BURKINA FASO,TON,834,0.75
RICE -BASMOTI,C AFRI REP,TON,738,0.60
RICE -BASMOTI,CAMBODIA,TON,45,0.05
RICE -BASMOTI,CAMEROON,TON,139,0.16
RICE -BASMOTI,CANADA,TON,53174,61.33
RICE -BASMOTI,CAYMAN IS,TON,63,0.07
RICE -BASMOTI,CHILE,TON,191,0.24
RICE -BASMOTI,CHINA P RP,TON,186,0.23
RICE -BASMOTI,COLOMBIA,TON,83,0.08
RICE -BASMOTI,COMOROS,TON,1143,1.25
RICE -BASMOTI,CONGO D. REP.,TON,187,0.17
RICE -BASMOTI,CONGO P REP,TON,222,0.21
RICE -BASMOTI,COSTA RICA,TON,38,0.05
RICE -BASMOTI,COTE D' IVOIRE,TON,7186,6.53
RICE -BASMOTI,CROATIA,TON,58,0.07
RICE -BASMOTI,CYPRUS,TON,924,1.03
RICE -BASMOTI,CZECH REPUBLIC,TON,93,0.11
RICE -BASMOTI,DENMARK,TON,770,0.91
RICE -BASMOTI,DJIBOUTI,TON,2928,2.63
RICE -BASMOTI,DOMINIC REP,TON,1,0.00
RICE -BASMOTI,EGYPT A RP,TON,21921,20.98
RICE -BASMOTI,EQUTL GUINEA,TON,105,0.11
RICE -BASMOTI,ESTONIA,TON,60,0.06
RICE -BASMOTI,ETHIOPIA,TON,8956,6.93
RICE -BASMOTI,FIJI IS,TON,445,0.53
RICE -BASMOTI,FINLAND,TON,333,0.43
RICE -BASMOTI,FRANCE,TON,4445,4.84
RICE -BASMOTI,GABON,TON,145,0.14
RICE -BASMOTI,GAMBIA,TON,628,0.38
RICE -BASMOTI,GEORGIA,TON,6629,5.94
RICE -BASMOTI,GERMANY,TON,10767,13.49
RICE -BASMOTI,GHANA,TON,1339,1.13
RICE -BASMOTI,GREECE,TON,1230,1.09
RICE -BASMOTI,GRENADA,TON,1,0.00
RICE -BASMOTI,GUADELOUPE,TON,235,0.17
RICE -BASMOTI,GUINEA,TON,45,0.05
RICE -BASMOTI,GUYANA,TON,2,0.00
RICE -BASMOTI,HAITI,TON,102,0.07
RICE -BASMOTI,HONG KONG,TON,1131,1.41
RICE -BASMOTI,HUNGARY,TON,113,0.12
RICE -BASMOTI,INDONESIA,TON,227,0.26
RICE -BASMOTI,IRAN,TON,1319156,1246.02
RICE -BASMOTI,IRAQ,TON,465889,433.92
RICE -BASMOTI,IRELAND,TON,1025,1.17
RICE -BASMOTI,ISRAEL,TON,40966,43.01
RICE -BASMOTI,ITALY,TON,12184,13.21
RICE -BASMOTI,JAMAICA,TON,494,0.75
RICE -BASMOTI,JAPAN,TON,1145,1.52
RICE -BASMOTI,JORDAN,TON,65975,67.25
RICE -BASMOTI,KAZAKHSTAN,TON,400,0.36
RICE -BASMOTI,KENYA,TON,6694,6.20
RICE -BASMOTI,KOREA RP,TON,428,0.47
RICE -BASMOTI,KUWAIT,TON,197105,201.05
RICE -BASMOTI,KYRGHYZSTAN,TON,394,0.36
RICE -BASMOTI,LATVIA,TON,20,0.03
RICE -BASMOTI,LEBANON,TON,11979,13.12
RICE -BASMOTI,LIBERIA,TON,50,0.06
RICE -BASMOTI,LIBYA,TON,1124,1.27
RICE -BASMOTI,LITHUANIA,TON,77,0.07
RICE -BASMOTI,LUXEMBOURG,TON,22,0.02
RICE -BASMOTI,MADAGASCAR,TON,66,0.07
RICE -BASMOTI,MALAWI,TON,49,0.05
RICE -BASMOTI,MALAYSIA,TON,33365,34.45
RICE -BASMOTI,MALDIVES,TON,2349,2.67
RICE -BASMOTI,MALI,TON,818,0.67
RICE -BASMOTI,MALTA,TON,335,0.44
RICE -BASMOTI,MARTINIQUE,TON,20,0.03
RICE -BASMOTI,MAURITANIA,TON,4855,4.84
RICE -BASMOTI,MAURITIUS,TON,27832,30.64
RICE -BASMOTI,MAYOTTE,TON,41,0.05
RICE -BASMOTI,MEXICO,TON,761,0.84
RICE -BASMOTI,MOLDOVA,TON,1,0.00
RICE -BASMOTI,MONTENEGRO,TON,25,0.02
RICE -BASMOTI,MOROCCO,TON,892,1.04
RICE -BASMOTI,MOZAMBIQUE,TON,1207,1.28
RICE -BASMOTI,MYANMAR,TON,25,0.02
RICE -BASMOTI,NEPAL,TON,7286,5.93
RICE -BASMOTI,NETHERLAND,TON,50247,45.07
RICE -BASMOTI,NETHERLANDANTIL,TON,210,0.26
RICE -BASMOTI,NEW ZEALAND,TON,6134,6.39
RICE -BASMOTI,NIGER,TON,100,0.10
RICE -BASMOTI,NIGERIA,TON,3877,4.72
RICE -BASMOTI,NORWAY,TON,861,1.28
RICE -BASMOTI,OMAN,TON,74351,75.87
RICE -BASMOTI,PANAMA REPUBLIC,TON,45,0.05
RICE -BASMOTI,PAPUA N GNA,TON,1,0.00
RICE -BASMOTI,PHILIPPINES,TON,245,0.29
RICE -BASMOTI,POLAND,TON,842,0.76
RICE -BASMOTI,PORTUGAL,TON,3821,3.09
RICE -BASMOTI,QATAR,TON,62128,64.95
RICE -BASMOTI,REUNION,TON,9068,9.45
RICE -BASMOTI,ROMANIA,TON,179,0.18
RICE -BASMOTI,RUSSIA,TON,9099,8.70
RICE -BASMOTI,RWANDA,TON,4,0.00
RICE -BASMOTI,SAO TOME,TON,23,0.02
RICE -BASMOTI,SAUDI ARAB,TON,974122,955.89
RICE -BASMOTI,SENEGAL,TON,664,0.67
RICE -BASMOTI,SEYCHELLES,TON,4833,4.40
RICE -BASMOTI,SIERRA LEONE,TON,28,0.03
RICE -BASMOTI,SINGAPORE,TON,12101,14.57
RICE -BASMOTI,SLOVENIA,TON,419,0.82
RICE -BASMOTI,SOMALIA,TON,8929,8.33
RICE -BASMOTI,SOUTH AFRICA,TON,17335,19.03
RICE -BASMOTI,SPAIN,TON,1946,2.21
RICE -BASMOTI,SRI LANKA DSR,TON,1037,1.02
RICE -BASMOTI,SUDAN,TON,3122,2.87
RICE -BASMOTI,SURINAME,TON,12,0.02
RICE -BASMOTI,SWEDEN,TON,4349,5.04
RICE -BASMOTI,SWITZERLAND,TON,1782,2.38
RICE -BASMOTI,SYRIA,TON,21697,19.57
RICE -BASMOTI,TAIWAN,TON,93,0.13
RICE -BASMOTI,TAJIKISTAN,TON,24,0.02
RICE -BASMOTI,TANZANIA REP,TON,6902,6.41
RICE -BASMOTI,THAILAND,TON,996,1.15
RICE -BASMOTI,TOGO,TON,730,0.64
RICE -BASMOTI,TRINIDAD,TON,228,0.28
RICE -BASMOTI,TUNISIA,TON,190,0.15
RICE -BASMOTI,TURKEY,TON,37842,33.26
RICE -BASMOTI,TURKMENISTAN,TON,368,0.32
RICE -BASMOTI,U ARAB EMTS,TON,208521,209.17
RICE -BASMOTI,U K,TON,115712,103.79
RICE -BASMOTI,U S A,TON,148392,181.26
RICE -BASMOTI,UGANDA,TON,195,0.21
RICE -BASMOTI,UKRAINE,TON,2503,2.56
RICE -BASMOTI,UNSPECIFIED,TON,5,0.01
RICE -BASMOTI,URUGUAY,TON,3,0.01
RICE -BASMOTI,UZBEKISTAN,TON,48,0.05
RICE -BASMOTI,VIETNAM SOC REP,TON,94,0.12
RICE -BASMOTI,YEMEN REPUBLC,TON,203330,195.65
RICE -BASMOTI,ZAMBIA,TON,31,0.03
RICE(OTHER THAN BASMOTI),ALGERIA,TON,50291,18.66
RICE(OTHER THAN BASMOTI),ANGOLA,TON,33208,13.62
RICE(OTHER THAN BASMOTI),ANTIGUA,TON,26,0.01
RICE(OTHER THAN BASMOTI),ARMENIA,TON,88,0.04
RICE(OTHER THAN BASMOTI),AUSTRALIA,TON,15930,8.92
RICE(OTHER THAN BASMOTI),AUSTRIA,TON,34,0.04
RICE(OTHER THAN BASMOTI),AZERBAIJAN,TON,2469,1.32
RICE(OTHER THAN BASMOTI),BAHARAIN IS,TON,13391,7.48
RICE(OTHER THAN BASMOTI),BANGLADESH PR,TON,13083,12.12
RICE(OTHER THAN BASMOTI),BELARUS,TON,808,0.30
RICE(OTHER THAN BASMOTI),BELGIUM,TON,248,0.16
RICE(OTHER THAN BASMOTI),BENIN,TON,535246,195.90
RICE(OTHER THAN BASMOTI),BHUTAN,TON,37233,12.90
RICE(OTHER THAN BASMOTI),BOLIVIA,TON,176,0.14
RICE(OTHER THAN BASMOTI),BOTSWANA,TON,339,0.14
RICE(OTHER THAN BASMOTI),BRAZIL,TON,4,0.00
RICE(OTHER THAN BASMOTI),BRUNEI,TON,2419,1.21
RICE(OTHER THAN BASMOTI),BULGARIA,TON,277,0.12
RICE(OTHER THAN BASMOTI),BURKINA FASO,TON,36275,12.66
RICE(OTHER THAN BASMOTI),CAMBODIA,TON,15,0.01
RICE(OTHER THAN BASMOTI),CAMEROON,TON,9644,3.49
RICE(OTHER THAN BASMOTI),CANADA,TON,7695,5.38
RICE(OTHER THAN BASMOTI),CAYMAN IS,TON,19,0.02
RICE(OTHER THAN BASMOTI),CHILE,TON,5,0.00
RICE(OTHER THAN BASMOTI),CHINA P RP,TON,1572,0.78
RICE(OTHER THAN BASMOTI),COMOROS,TON,47,0.03
RICE(OTHER THAN BASMOTI),CONGO D. REP.,TON,2142,0.73
RICE(OTHER THAN BASMOTI),CONGO P REP,TON,5838,2.12
RICE(OTHER THAN BASMOTI),COTE D' IVOIRE,TON,293892,107.70
RICE(OTHER THAN BASMOTI),CROATIA,TON,104,0.04
RICE(OTHER THAN BASMOTI),CYPRUS,TON,1,0.00
RICE(OTHER THAN BASMOTI),CZECH REPUBLIC,TON,0,0.00
RICE(OTHER THAN BASMOTI),DENMARK,TON,95,0.08
RICE(OTHER THAN BASMOTI),DJIBOUTI,TON,192793,69.04
RICE(OTHER THAN BASMOTI),EGYPT A RP,TON,81604,30.94
RICE(OTHER THAN BASMOTI),EQUTL GUINEA,TON,3711,1.56
RICE(OTHER THAN BASMOTI),ERITREA,TON,785,0.30
RICE(OTHER THAN BASMOTI),ETHIOPIA,TON,67147,24.30
RICE(OTHER THAN BASMOTI),FIJI IS,TON,12,0.01
RICE(OTHER THAN BASMOTI),FINLAND,TON,9,0.00
RICE(OTHER THAN BASMOTI),FRANCE,TON,1040,0.67
RICE(OTHER THAN BASMOTI),GABON,TON,939,0.42
RICE(OTHER THAN BASMOTI),GAMBIA,TON,11068,4.12
RICE(OTHER THAN BASMOTI),GEORGIA,TON,1545,0.65
RICE(OTHER THAN BASMOTI),GERMANY,TON,2236,1.73
RICE(OTHER THAN BASMOTI),GHANA,TON,55458,21.23
RICE(OTHER THAN BASMOTI),GREECE,TON,150,0.06
RICE(OTHER THAN BASMOTI),GRENADA,TON,1,0.00
RICE(OTHER THAN BASMOTI),GUINEA,TON,327421,120.41
RICE(OTHER THAN BASMOTI),GUINEA BISSAU,TON,4649,1.68
RICE(OTHER THAN BASMOTI),HAITI,TON,733,0.51
RICE(OTHER THAN BASMOTI),HONG KONG,TON,268,0.20
RICE(OTHER THAN BASMOTI),INDONESIA,TON,105,0.08
RICE(OTHER THAN BASMOTI),IRAN,TON,9675,7.51
RICE(OTHER THAN BASMOTI),IRAQ,TON,87955,50.33
RICE(OTHER THAN BASMOTI),IRELAND,TON,657,0.50
RICE(OTHER THAN BASMOTI),ISRAEL,TON,8861,4.21
RICE(OTHER THAN BASMOTI),ITALY,TON,3746,2.69
RICE(OTHER THAN BASMOTI),JAMAICA,TON,37,0.02
RICE(OTHER THAN BASMOTI),JAPAN,TON,109,0.08
RICE(OTHER THAN BASMOTI),JORDAN,TON,7796,3.25
RICE(OTHER THAN BASMOTI),KAZAKHSTAN,TON,612,0.30
RICE(OTHER THAN BASMOTI),KENYA,TON,7535,3.41
RICE(OTHER THAN BASMOTI),KOREA RP,TON,12,0.01
RICE(OTHER THAN BASMOTI),KUWAIT,TON,36126,20.02
RICE(OTHER THAN BASMOTI),KYRGHYZSTAN,TON,99,0.06
RICE(OTHER THAN BASMOTI),LEBANON,TON,946,0.59
RICE(OTHER THAN BASMOTI),LIBERIA,TON,219852,79.94
RICE(OTHER THAN BASMOTI),LIBYA,TON,1957,0.89
RICE(OTHER THAN BASMOTI),LITHUANIA,TON,681,0.27
RICE(OTHER THAN BASMOTI),MADAGASCAR,TON,10945,3.69
RICE(OTHER THAN BASMOTI),MALAWI,TON,144,0.09
RICE(OTHER THAN BASMOTI),MALAYSIA,TON,73342,28.63
RICE(OTHER THAN BASMOTI),MALDIVES,TON,27234,11.48
RICE(OTHER THAN BASMOTI),MALI,TON,3012,1.10
RICE(OTHER THAN BASMOTI),MAURITANIA,TON,655,0.36
RICE(OTHER THAN BASMOTI),MAURITIUS,TON,11896,4.67
RICE(OTHER THAN BASMOTI),MOLDOVA,TON,396,0.15
RICE(OTHER THAN BASMOTI),MOROCCO,TON,7345,2.88
RICE(OTHER THAN BASMOTI),MOZAMBIQUE,TON,12811,4.51
RICE(OTHER THAN BASMOTI),MYANMAR,TON,65,0.06
RICE(OTHER THAN BASMOTI),NAMIBIA,TON,15631,5.54
RICE(OTHER THAN BASMOTI),NEPAL,TON,681169,245.30
